"date","MNM","Parcela","Bloco","TOTAL_WAGB","composicao","manejo","espaca","trata"
11,"A2X",34,4,28.5585775805876,"1:1","Intensive","3x2","1:1_3x2"
11,"B1U",6,1,22.7322855673646,"1:2","Usual","3x1","1:2_3x1"
11,"B1U",16,2,21.5481493747073,"1:2","Usual","3x1","1:2_3x1"
11,"B1U",23,3,16.1600204040118,"1:2","Usual","3x1","1:2_3x1"
11,"B1U",38,4,43.3171037003625,"1:2","Usual","3x1","1:2_3x1"
11,"B1X",4,1,52.0238726751312,"1:2","Intensive","3x1","1:2_3x1"
11,"B1X",12,2,50.8206464007833,"1:2","Intensive","3x1","1:2_3x1"
11,"B1X",22,3,54.9474728094511,"1:2","Intensive","3x1","1:2_3x1"
11,"B1X",35,4,38.9728593837667,"1:2","Intensive","3x1","1:2_3x1"
11,"B2U",8,1,21.1759910865006,"1:2","Usual","3x2","1:2_3x2"
11,"B2U",19,2,11.7591478925337,"1:2","Usual","3x2","1:2_3x2"
11,"B2U",29,3,4.10412770395107,"1:2","Usual","3x2","1:2_3x2"
11,"B2U",37,4,11.1609537067911,"1:2","Usual","3x2","1:2_3x2"
11,"B2X",2,1,54.0749335322774,"1:2","Intensive","3x2","1:2_3x2"
11,"B2X",15,2,53.0797879047557,"1:2","Intensive","3x2","1:2_3x2"
11,"B2X",28,3,46.1407085661604,"1:2","Intensive","3x2","1:2_3x2"
11,"B2X",39,4,41.5988774561217,"1:2","Intensive","3x2","1:2_3x2"
12,"A1U",1,1,63.8731001770996,"1:1","Usual","3x1","1:1_3x1"
12,"A1U",18,2,33.9444631347955,"1:1","Usual","3x1","1:1_3x1"
12,"A1U",21,3,29.4405305508652,"1:1","Usual","3x1","1:1_3x1"
12,"A1U",40,4,48.8458550825564,"1:1","Usual","3x1","1:1_3x1"
12,"A1X",3,1,63.4331106374836,"1:1","Intensive","3x1","1:1_3x1"
12,"A1X",11,2,68.8762440759389,"1:1","Intensive","3x1","1:1_3x1"
12,"A1X",25,3,50.9565583761824,"1:1","Intensive","3x1","1:1_3x1"
12,"A1X",33,4,48.1471691713984,"1:1","Intensive","3x1","1:1_3x1"
12,"A2U",7,1,22.7158117622639,"1:1","Usual","3x2","1:1_3x2"
12,"A2U",13,2,13.7509219476189,"1:1","Usual","3x2","1:1_3x2"
12,"A2U",26,3,12.2461489029992,"1:1","Usual","3x2","1:1_3x2"
12,"A2U",36,4,14.8360052770778,"1:1","Usual","3x2","1:1_3x2"
12,"A2X",5,1,55.6630313358176,"1:1","Intensive","3x2","1:1_3x2"
12,"A2X",20,2,43.2190885723722,"1:1","Intensive","3x2","1:1_3x2"
12,"A2X",24,3,36.5903929501876,"1:1","Intensive","3x2","1:1_3x2"
12,"A2X",34,4,37.4627083542918,"1:1","Intensive","3x2","1:1_3x2"
12,"B1U",6,1,41.4485190828969,"1:2","Usual","3x1","1:2_3x1"
12,"B1U",16,2,26.9481754814957,"1:2","Usual","3x1","1:2_3x1"
12,"B1U",23,3,20.8748883400777,"1:2","Usual","3x1","1:2_3x1"
12,"B1U",38,4,36.1440718474931,"1:2","Usual","3x1","1:2_3x1"
12,"B1X",4,1,57.8614149396789,"1:2","Intensive","3x1","1:2_3x1"
12,"B1X",12,2,54.2712415941226,"1:2","Intensive","3x1","1:2_3x1"
12,"B1X",22,3,64.8597142252266,"1:2","Intensive","3x1","1:2_3x1"
12,"B1X",35,4,39.8455184300907,"1:2","Intensive","3x1","1:2_3x1"
12,"B2U",8,1,27.5609723945787,"1:2","Usual","3x2","1:2_3x2"
12,"B2U",19,2,17.5448564789405,"1:2","Usual","3x2","1:2_3x2"
12,"B2U",29,3,5.47411365626018,"1:2","Usual","3x2","1:2_3x2"
12,"B2U",37,4,15.5445521274185,"1:2","Usual","3x2","1:2_3x2"
12,"B2X",2,1,62.2037317842572,"1:2","Intensive","3x2","1:2_3x2"
12,"B2X",15,2,53.9480106239508,"1:2","Intensive","3x2","1:2_3x2"
12,"B2X",28,3,53.2490384833811,"1:2","Intensive","3x2","1:2_3x2"
12,"B2X",39,4,52.2372354303061,"1:2","Intensive","3x2","1:2_3x2"
13,"A1U",1,1,80.0691414641572,"1:1","Usual","3x1","1:1_3x1"
13,"A1U",18,2,43.1626316860322,"1:1","Usual","3x1","1:1_3x1"
13,"A1U",21,3,39.5338456051393,"1:1","Usual","3x1","1:1_3x1"
13,"A1U",40,4,64.7943641671421,"1:1","Usual","3x1","1:1_3x1"
13,"A1X",3,1,69.1678228804086,"1:1","Intensive","3x1","1:1_3x1"
13,"A1X",11,2,76.5787953137276,"1:1","Intensive","3x1","1:1_3x1"
13,"A1X",25,3,58.4762482797399,"1:1","Intensive","3x1","1:1_3x1"
13,"A1X",33,4,50.2263967087989,"1:1","Intensive","3x1","1:1_3x1"
13,"A2U",7,1,28.5096719734032,"1:1","Usual","3x2","1:1_3x2"
13,"A2U",13,2,16.1631052639806,"1:1","Usual","3x2","1:1_3x2"
13,"A2U",26,3,17.7901325905092,"1:1","Usual","3x2","1:1_3x2"
13,"A2U",36,4,18.6730712659526,"1:1","Usual","3x2","1:1_3x2"
13,"A2X",5,1,58.4773915558662,"1:1","Intensive","3x2","1:1_3x2"
13,"A2X",20,2,45.6782757094977,"1:1","Intensive","3x2","1:1_3x2"
13,"A2X",24,3,46.2818915563479,"1:1","Intensive","3x2","1:1_3x2"
13,"A2X",34,4,40.8447309462717,"1:1","Intensive","3x2","1:1_3x2"
13,"B1U",6,1,52.7873030852708,"1:2","Usual","3x1","1:2_3x1"
13,"B1U",16,2,30.4799306336961,"1:2","Usual","3x1","1:2_3x1"
13,"B1U",23,3,25.2989544641733,"1:2","Usual","3x1","1:2_3x1"
13,"B1U",38,4,44.474997316291,"1:2","Usual","3x1","1:2_3x1"
13,"B1X",4,1,72.1973255711824,"1:2","Intensive","3x1","1:2_3x1"
13,"B1X",12,2,60.8290518904421,"1:2","Intensive","3x1","1:2_3x1"
13,"B1X",22,3,75.8450132098608,"1:2","Intensive","3x1","1:2_3x1"
13,"B1X",35,4,44.4990225793965,"1:2","Intensive","3x1","1:2_3x1"
13,"B2U",8,1,33.0938164591454,"1:2","Usual","3x2","1:2_3x2"
13,"B2U",19,2,22.3612420350922,"1:2","Usual","3x2","1:2_3x2"
13,"B2U",29,3,7.98803796085457,"1:2","Usual","3x2","1:2_3x2"
13,"B2U",37,4,21.1150288232438,"1:2","Usual","3x2","1:2_3x2"
13,"B2X",2,1,73.2835943543175,"1:2","Intensive","3x2","1:2_3x2"
13,"B2X",15,2,59.0396735322532,"1:2","Intensive","3x2","1:2_3x2"
13,"B2X",28,3,63.5444547155649,"1:2","Intensive","3x2","1:2_3x2"
13,"B2X",39,4,62.5477682408366,"1:2","Intensive","3x2","1:2_3x2"
14,"A1U",1,1,110.752984999329,"1:1","Usual","3x1","1:1_3x1"
14,"A1U",18,2,64.3476255411067,"1:1","Usual","3x1","1:1_3x1"
14,"A1U",21,3,62.7023926456558,"1:1","Usual","3x1","1:1_3x1"
14,"A1U",40,4,82.8570904728384,"1:1","Usual","3x1","1:1_3x1"
14,"A1X",3,1,99.1265824096257,"1:1","Intensive","3x1","1:1_3x1"
14,"A1X",11,2,102.853455135558,"1:1","Intensive","3x1","1:1_3x1"
14,"A1X",25,3,81.8228434695714,"1:1","Intensive","3x1","1:1_3x1"
14,"A1X",33,4,71.8984868963326,"1:1","Intensive","3x1","1:1_3x1"
14,"A2U",7,1,43.3559564741917,"1:1","Usual","3x2","1:1_3x2"
14,"A2U",13,2,30.7067296830456,"1:1","Usual","3x2","1:1_3x2"
14,"A2U",26,3,37.8666874814915,"1:1","Usual","3x2","1:1_3x2"
14,"A2U",36,4,27.292094982705,"1:1","Usual","3x2","1:1_3x2"
14,"A2X",5,1,87.8546372946361,"1:1","Intensive","3x2","1:1_3x2"
14,"A2X",20,2,62.5129660746621,"1:1","Intensive","3x2","1:1_3x2"
14,"A2X",24,3,61.8379749241076,"1:1","Intensive","3x2","1:1_3x2"
14,"A2X",34,4,58.3633560902479,"1:1","Intensive","3x2","1:1_3x2"
14,"B1U",6,1,64.3109414294096,"1:2","Usual","3x1","1:2_3x1"
14,"B1U",16,2,49.6053978985334,"1:2","Usual","3x1","1:2_3x1"
14,"B1U",23,3,35.109167535263,"1:2","Usual","3x1","1:2_3x1"
14,"B1U",38,4,59.0125764791057,"1:2","Usual","3x1","1:2_3x1"
14,"B1X",4,1,92.3466001474301,"1:2","Intensive","3x1","1:2_3x1"
14,"B1X",12,2,82.2611804327361,"1:2","Intensive","3x1","1:2_3x1"
14,"B1X",22,3,102.730537287192,"1:2","Intensive","3x1","1:2_3x1"
14,"B1X",35,4,56.965229709293,"1:2","Intensive","3x1","1:2_3x1"
14,"B2U",8,1,43.6123922038508,"1:2","Usual","3x2","1:2_3x2"
14,"B2U",19,2,35.8891832729009,"1:2","Usual","3x2","1:2_3x2"
14,"B2U",29,3,21.5301291978376,"1:2","Usual","3x2","1:2_3x2"
14,"B2U",37,4,31.2711955344618,"1:2","Usual","3x2","1:2_3x2"
14,"B2X",2,1,100.602831723085,"1:2","Intensive","3x2","1:2_3x2"
14,"B2X",15,2,71.4629541686348,"1:2","Intensive","3x2","1:2_3x2"
14,"B2X",28,3,80.1266207445803,"1:2","Intensive","3x2","1:2_3x2"
14,"B2X",39,4,65.722816211998,"1:2","Intensive","3x2","1:2_3x2"
